name,City,Country,Latitude,Longitude,awardYear,category,motivation,prizeAmount,birthYear,birthMonth,birthDay
Riccardo Giacconi,Genoa,Italy,44.405804,8.948925,2002,Physics,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",10000000,1931,10,6
Richard Axel,"New York, NY",USA,40.715758,-74.0113,2004,Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,10000000,1946,7,2
Richard E. Smalley,"Akron, OH",USA,41.073056,-81.517778,1996,Chemistry,for their discovery of fullerenes,7400000,1943,6,6
Richard E. Taylor,"Medicine Hat, Alberta",Canada,50.033333,-110.666667,1990,Physics,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",4000000,1929,11,2
Richard F. Heck,"Springfield, MA",USA,42.101972,-72.585947,2010,Chemistry,for palladium-catalyzed cross couplings in organic synthesis,10000000,1931,8,15
Richard H. Thaler,"East Orange, NJ",USA,40.767323,-74.204865,2017,Economic Sciences,for his contributions to behavioural economics,9000000,1945,9,12
Richard Henderson,Edinburgh,Scotland,55.955709,-3.207405,2017,Chemistry,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,9000000,1945,7,19
Richard J. Roberts,Derby,United Kingdom,52.921667,-1.476667,1993,Physiology or Medicine,for their discoveries of split genes,6700000,1943,9,6
Richard Kuhn,Vienna,Austria-Hungary,48.207646,16.372793,1938,Chemistry,for his work on carotenoids and vitamins,155077,1900,12,3
Richard Laurence Millington Synge,Liverpool,United Kingdom,53.409188,-2.981257,1952,Chemistry,for their invention of partition chromatography,171135,1914,10,28
Richard P. Feynman,"New York, NY",USA,40.715758,-74.0113,1965,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",282000,1918,5,11
Richard R. Ernst,Winterthur,Switzerland,47.499172,8.72915,1991,Chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,6000000,1933,8,14
Richard R. Schrock,"Berne, IN",USA,40.657825,-84.951912,2005,Chemistry,for the development of the metathesis method in organic synthesis,10000000,1945,1,4
Richard Stone,London,United Kingdom,51.510235,-0.120852,1984,Economic Sciences,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,1650000,1913,8,30
Richard Martin Willstätter,Karlsruhe,Germany,49.016667,8.4,1915,Chemistry,"for his researches on plant pigments, especially chlorophyll",149223,1872,8,13
Richard Adolf Zsigmondy,Vienna,Austrian Empire,48.207646,16.372793,1925,Chemistry,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",118165,1865,4,1
Rigoberta Menchú Tum,Aldea Chimel,Guatemala,15.562694,-90.005111,1992,Peace,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,6500000,1959,1,9
Rita Levi-Montalcini,Turin,Italy,45.071277,7.685561,1986,Physiology or Medicine,for their discoveries of growth factors,2000000,1909,4,22
Roald Hoffmann,Zloczov,Poland,49.809226,24.901322,1981,Chemistry,"for their theories, developed independently, concerning the course of chemical reactions",1000000,1937,7,18
Robert Andrews Millikan,"Morrison, IL",USA,41.807641,-89.961705,1923,Physics,for his work on the elementary charge of electricity and on the photoelectric effect,114935,1868,3,22
Robert B. Laughlin,"Visalia, CA",USA,36.330227,-119.292061,1998,Physics,for their discovery of a new form of quantum fluid with fractionally charged excitations,7600000,1950,11,1
Robert B. Wilson,"Geneva, NE",USA,40.526389,-97.601944,2020,Economic Sciences,for improvements to auction theory and inventions of new auction formats,10000000,1937,5,16
Robert Burns Woodward,"Boston, MA",USA,42.36042,-71.05681,1965,Chemistry,for his outstanding achievements in the art of organic synthesis,282000,1917,4,10
Robert Bárány,Vienna,Austria,48.207646,16.372793,1914,Physiology or Medicine,for his work on the physiology and pathology of the vestibular apparatus,146900,1876,4,22
Robert C. Merton,"New York, NY",USA,40.715758,-74.0113,1997,Economic Sciences,for a new method to determine the value of derivatives,7500000,1944,7,31
Robert C. Richardson,"Washington, D.C.",USA,38.899065,-77.036523,1996,Physics,for their discovery of superfluidity in helium-3,7400000,1937,6,26
"Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood",London,United Kingdom,51.510235,-0.120852,1937,Peace,"for his tireless effort in support of the League of Nations, disarmament and peace",158463,1864,9,14
Robert E. Lucas Jr.,"Yakima, WA",USA,46.601944,-120.507778,1995,Economic Sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy",7200000,1937,9,15
Robert F. Curl Jr.,"Alice, TX",USA,27.750611,-98.070306,1996,Chemistry,for their discovery of fullerenes,7400000,1933,8,23
Robert F. Engle III,"Syracuse, NY",USA,43.048122,-76.147423,2003,Economic Sciences,for methods of analyzing economic time series with time-varying volatility (ARCH),10000000,1942,11,10
Robert F. Furchgott,"Charleston, SC",USA,32.783333,-79.931944,1998,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,7600000,1916,6,4
Robert G. Edwards,Batley,United Kingdom,53.716667,-1.635556,2010,Physiology or Medicine,for the development of in vitro fertilization,10000000,1925,9,27
Robert H. Grubbs,"Possum Trot, KY",USA,40.374370128919864,-85.00995361324041,2005,Chemistry,for the development of the metathesis method in organic synthesis,10000000,1942,2,27
Robert Hofstadter,"New York, NY",USA,40.715758,-74.0113,1961,Physics,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,250233,1915,2,5
Robert Huber,Munich,Germany,48.134703,11.581995,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre,2500000,1937,2,20
Robert J. Aumann,Frankfurt-on-the-Main,Germany,50.107886,8.691488,2005,Economic Sciences,for having enhanced our understanding of conflict and cooperation through game-theory analysis,10000000,1930,6,8
Robert J. Lefkowitz,"New York, NY",USA,40.715758,-74.0113,2012,Chemistry,for studies of G-protein-coupled receptors,8000000,1943,4,15
Robert J. Shiller,"Detroit, MI",USA,42.331667,-83.0475,2013,Economic Sciences,for their empirical analysis of asset prices,8000000,1946,3,29
Robert Koch,Clausthal,Germany,51.805,10.335556,1905,Physiology or Medicine,for his investigations and discoveries in relation to tuberculosis,138089,1843,12,11
Robert M. Solow,"Brooklyn, NY",USA,40.676379,-73.949819,1987,Economic Sciences,for his contributions to the theory of economic growth,2175000,1924,8,23
Robert A. Mundell,"Kingston, ON",Canada,44.233333,-76.5,1999,Economic Sciences,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,7900000,1932,10,24
Robert S. Mulliken,"Newburyport, MA",USA,42.8125,-70.877222,1966,Chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,300000,1896,6,7
John Robert Schrieffer,"Oak Park, IL",USA,41.888333,-87.789444,1972,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory",480000,1931,5,31
Robert W. Fogel,"New York, NY",USA,40.715758,-74.0113,1993,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,6700000,1927,7,1
Robert W. Holley,"Urbana, IL",USA,40.110863,-88.206265,1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,350000,1922,1,28
Robert Woodrow Wilson,"Houston, TX",USA,29.769539,-95.389817,1978,Physics,for their discovery of cosmic microwave background radiation,725000,1936,1,10
Roderick MacKinnon,"Burlington, MA",USA,42.504818,-71.19561,2003,Chemistry,for structural and mechanistic studies of ion channels,10000000,1956,2,19
Rodney R. Porter,Newton-le-Willows,United Kingdom,53.45,-2.633056,1972,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies,480000,1917,10,8
Roger B. Myerson,"Boston, MA",USA,42.36042,-71.05681,2007,Economic Sciences,for having laid the foundations of mechanism design theory,10000000,1951,3,29
Roger D. Kornberg,"St. Louis, MO",USA,38.628133,-90.212222,2006,Chemistry,for his studies of the molecular basis of eukaryotic transcription,10000000,1947,4,24
Roger Guillemin,Dijon,France,47.320903,5.041144,1977,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain,700000,1924,1,11
Roger Martin du Gard,Neuilly-sur-Seine,France,48.887222,2.2675,1937,Literature,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,158463,1881,3,23
Roger Penrose,Colchester,United Kingdom,51.888611,0.903611,2020,Physics,for the discovery that black hole formation is a robust prediction of the general theory of relativity,10000000,1931,8,8
Roger W. Sperry,"Hartford, CT",USA,41.763333,-72.685,1981,Physiology or Medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres,1000000,1913,8,20
Roger Y. Tsien,"New York, NY",USA,40.715758,-74.0113,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",10000000,1952,2,1
Rolf M. Zinkernagel,Basel,Switzerland,47.560153,7.58788,1996,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence,7400000,1944,1,6
Romain Rolland,Clamecy,France,47.463898,3.741917,1915,Literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,149223,1866,1,29
Ronald George Wreyford Norrish,Cambridge,United Kingdom,52.194605,0.135092,1967,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",320000,1897,11,9
Ronald H. Coase,Willesden,United Kingdom,51.546667,-0.229444,1991,Economic Sciences,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,6000000,1910,12,29
Ronald Ross,Almora,India,29.593431,79.654274,1902,Physiology or Medicine,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",141847,1857,5,13
Rosalyn Yalow,"New York, NY",USA,40.715758,-74.0113,1977,Physiology or Medicine,for the development of radioimmunoassays of peptide hormones,700000,1921,7,19
Roy J. Glauber,"New York, NY",USA,40.715758,-74.0113,2005,Physics,for his contribution to the quantum theory of optical coherence,10000000,1925,9,1
Rudolf Christoph Eucken,Aurich,East Friesland,53.472865,7.479315,1908,Literature,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",139800,1846,1,5
Rudolf Ludwig Mössbauer,Munich,Germany,48.134703,11.581995,1961,Physics,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,250233,1929,1,31
Rudolph A. Marcus,Montreal,Canada,45.502786,-73.569058,1992,Chemistry,for his contributions to the theory of electron transfer reactions in chemical systems,6500000,1923,7,21
Rudyard Kipling,Bombay,British India,19.075833,72.8775,1907,Literature,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",138796,1865,12,30
Russell A. Hulse,"New York, NY",USA,40.715758,-74.0113,1993,Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation",6700000,1950,11,28
Ryoji Noyori,Kobe,Japan,34.690167,135.195444,2001,Chemistry,for their work on chirally catalysed hydrogenation reactions,10000000,1938,9,3
Saint-John Perse,Pointe-à-Pitre,Guadeloupe Island,16.241111,-61.533056,1960,Literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,225987,1887,5,31
Salvador E. Luria,Turin,Italy,45.071277,7.685561,1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,375000,1912,8,13
Salvatore Quasimodo,Modica,Italy,36.867222,14.761389,1959,Literature,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",220678,1901,8,20
Samuel Beckett,Dublin,Ireland,53.351676,-6.261504,1969,Literature,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",375000,1906,4,13
Samuel Chao Chung Ting,"Ann Arbor, MI",USA,42.281061,-83.745758,1976,Physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,681000,1936,1,27
Santiago Ramón y Cajal,Petilla de Aragón,Spain,42.461576,-1.092493,1906,Physiology or Medicine,in recognition of their work on the structure of the nervous system,138536,1852,5,1
Satoshi Ōmura,Yamanashi Prefecture,Japan,35.664139,138.568417,2015,Physiology or Medicine,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,8000000,1935,7,12
Saul Bellow,Montreal,Canada,45.502786,-73.569058,1976,Literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work,681000,1915,6,10
Saul Perlmutter,"Champaign-Urbana, IL",USA,40.109383,-88.227287,2011,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,10000000,1959,0,0
Seamus Heaney,Casteldàwson,Northern Ireland,54.778056,-6.556111,1995,Literature,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",7200000,1939,4,13
Seán MacBride,Paris,France,48.860093,2.355954,1974,Peace,for his efforts to secure and develop human rights throughout the world,550000,1904,1,26
Selma Ottilia Lovisa Lagerlöf,Mårbacka,Sweden,59.780975,13.233421,1909,Literature,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",139800,1858,11,20
Selman Abraham Waksman,Priluka,Russian Empire,54.4497896,26.627600933333333,1952,Physiology or Medicine,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",171135,1888,7,22
Serge Haroche,Casablanca,Morocco,33.599167,-7.62,2012,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,8000000,1944,9,11
Severo Ochoa,Luarca,Spain,43.542136,-6.535927,1959,Physiology or Medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,220678,1905,9,24
Sheldon Lee Glashow,"New York, NY",USA,40.715758,-74.0113,1979,Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,1932,12,5
Shimon Peres,Vishneva,Poland,54.140556,26.217222,1994,Peace,for their efforts to create peace in the Middle East,7000000,1923,8,16
Shinya Yamanaka,Osaka,Japan,34.693756,135.50145,2012,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,8000000,1962,9,4
Shirin Ebadi,Hamadan,Iran,34.8,48.516667,2003,Peace,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,10000000,1947,6,21
Shmuel Yosef Agnon,Buczacz,Austria-Hungary,49.066667,25.383333,1966,Literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,300000,1888,7,17
Shuji Nakamura,Ikata,Japan,33.488611,132.354111,2014,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,8000000,1954,5,22
Sidney Altman,Montreal,Canada,45.502786,-73.569058,1989,Chemistry,for their discovery of catalytic properties of RNA,3000000,1939,5,7
Sigrid Undset,Kalundborg,Denmark,55.685589,11.091902,1928,Literature,principally for her powerful descriptions of Northern life during the Middle Ages,156939,1882,5,20
Simon Kuznets,Pinsk,Russian Empire,52.115278,26.103056,1971,Economic Sciences,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,450000,1901,4,30
Simon van der Meer,the Hague,the Netherlands,52.070359,4.300254,1984,Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction",1650000,1925,11,24
Sin-Itiro Tomonaga,Kyoto,Japan,35.017709,135.761432,1965,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",282000,1906,3,31
Sinclair Lewis,"Sauk Centre, MN",USA,45.736389,-94.954167,1930,Literature,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",172947,1885,2,7
Sir Alexander Fleming,Lochfield,Scotland,54.8199734,-3.0797736000000002,1945,Physiology or Medicine,for the discovery of penicillin and its curative effect in various infectious diseases,121333,1881,8,6
Sir Arthur Lewis,Castries,British West Indies,14.016667,-60.983333,1979,Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries,800000,1915,1,23
Sir Austen Chamberlain,Birmingham,United Kingdom,52.48561,-1.885354,1925,Peace,for his crucial role in bringing about the Locarno Treaty,118165,1863,10,16
Sir Bernard Katz,Leipzig,Germany,51.339522,12.384015,1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",400000,1911,3,26
Sir Chandrasekhara Venkata Raman,Tiruchirappalli,India,12.97912,77.591301,1930,Physics,for his work on the scattering of light and for the discovery of the effect named after him,172947,1888,11,7
Sir Charles Scott Sherrington,London,United Kingdom,51.510235,-0.120852,1932,Physiology or Medicine,for their discoveries regarding the functions of neurons,171753,1857,11,27
Sir Cyril Norman Hinshelwood,London,United Kingdom,51.510235,-0.120852,1956,Chemistry,for their researches into the mechanism of chemical reactions,200123,1897,5,19
Sir Frank Macfarlane Burnet,Traralgon,Australia,-38.195806,146.54,1960,Physiology or Medicine,for discovery of acquired immunological tolerance,225987,1899,9,3
Sir Frederick Gowland Hopkins,Eastbourne,United Kingdom,50.766389,0.286111,1929,Physiology or Medicine,for his discovery of the growth-stimulating vitamins,172760,1861,6,20
Sir Gregory P. Winter,Leicester,United Kingdom,52.636139,-1.133079,2018,Chemistry,for the phage display of peptides and antibodies,9000000,1951,4,14
Sir Harold W. Kroto,"Wisbech, Cambridgeshire ",United Kingdom,52.664167,0.160278,1996,Chemistry,for their discovery of fullerenes,7400000,1939,10,7
Sir Henry Hallett Dale,London,United Kingdom,51.510235,-0.120852,1936,Physiology or Medicine,for their discoveries relating to chemical transmission of nerve impulses,159850,1875,6,9
Sir Howard Walter Florey,Adelaide,Australia,-34.92694,138.598792,1945,Physiology or Medicine,for the discovery of penicillin and its curative effect in various infectious diseases,121333,1898,9,24
Sir J. Fraser Stoddart,Edinburgh,United Kingdom,55.955709,-3.207405,2016,Chemistry,for the design and synthesis of molecular machines,8000000,1942,5,24
Sir James W. Black,Uddingston,Scotland,55.818958,-4.082486,1988,Physiology or Medicine,for their discoveries of important principles for drug treatment,2500000,1924,6,14
Sir John B. Gurdon,Dippenhall,United Kingdom,51.212059,-0.835956,2012,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent,8000000,1933,10,2
Sir John Carew Eccles,Melbourne,Australia,-37.797306,144.929422,1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,265000,1903,1,27
Sir Martin J. Evans,Stroud,United Kingdom,51.745422,-2.219861,2007,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,10000000,1941,1,1
Sir Nevill Francis Mott,Leeds,United Kingdom,53.7975,-1.543611,1977,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,700000,1905,9,30
Sir Norman Angell (Ralph Lane),Holbeach,United Kingdom,52.803611,0.015278,1933,Peace,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,170332,1872,12,26
Sir Paul M. Nurse,Norwich,United Kingdom,52.628611,1.292778,2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,10000000,1949,1,25
Sir Peter J. Ratcliffe,Lancashire,United Kingdom,53.802814,-2.628226,2019,Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,9000000,1954,5,14
Sir Peter Mansfield,London,United Kingdom,51.510235,-0.120852,2003,Physiology or Medicine,for their discoveries concerning magnetic resonance imaging,10000000,1933,10,9
Sir Robert Robinson,"Rufford, near Chesterfield",United Kingdom,52.398964238095246,-1.3251654761904763,1947,Chemistry,"for his investigations on plant products of biological importance, especially the alkaloids",146115,1886,9,13
Sir William Ramsay,Glasgow,Scotland,55.861111,-4.25,1904,Chemistry,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",140859,1852,10,2
Stanford Moore,"Chicago, IL",USA,41.876228,-87.638416,1972,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,480000,1913,9,4
Stanley B. Prusiner,"Des Moines, IA",USA,41.59103,-93.604668,1997,Physiology or Medicine,for his discovery of Prions - a new biological principle of infection,7500000,1942,5,28
Stanley Cohen,"Brooklyn, NY",USA,40.676379,-73.949819,1986,Physiology or Medicine,for their discoveries of growth factors,2000000,1922,11,17
Stefan W. Hell,Arad,Romania,46.166667,21.316667,2014,Chemistry,for the development of super-resolved fluorescence microscopy,8000000,1962,12,23
Steven Chu,"St. Louis, MO",USA,38.628133,-90.212222,1997,Physics,for development of methods to cool and trap atoms with laser light,7500000,1948,2,28
Steven Weinberg,"New York, NY",USA,40.715758,-74.0113,1979,Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",800000,1933,5,3
Subrahmanyan Chandrasekhar,Lahore,India,31.53201,74.352919,1983,Physics,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars,1500000,1910,10,19
Sully Prudhomme,Paris,France,48.860093,2.355954,1901,Literature,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect",150782,1839,3,16
Sune K. Bergström,Stockholm,Sweden,59.325371,18.070794,1982,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances,1150000,1916,1,10
Susumu Tonegawa,Nagoya,Japan,35.180679,136.918749,1987,Physiology or Medicine,for his discovery of the genetic principle for generation of antibody diversity,2175000,1939,9,5
Svante August Arrhenius,Vik,Sweden,58.653334666666666,15.68996325925926,1903,Chemistry,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,141358,1859,2,19
Svante Pääbo,Stockholm,Sweden,59.325371,18.070794,2022,Physiology or Medicine,for his discoveries concerning the genomes of extinct hominins and human evolution,10000000,1955,4,20
Svetlana Alexievich,Ivano-Frankivsk,Ukraine,48.922523,24.71032,2015,Literature,"for her polyphonic writings, a monument to suffering and courage in our time",8000000,1948,5,31
Sydney Brenner,Germiston,South Africa,-26.2348,28.1766,2002,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',10000000,1927,1,13
Syukuro Manabe,"Shingu, Ehime",Japan,35.00033644444444,135.94073907407406,2021,Physics,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",10000000,1931,9,21
Thomas Stearns Eliot,"St. Louis, MO",USA,38.628133,-90.212222,1948,Literature,"for his outstanding, pioneer contribution to present-day poetry",159773,1888,9,26
Tadeus Reichstein,Wloclawek,Poland,52.647633,19.068357,1950,Physiology or Medicine,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",164304,1897,7,20
Takaaki Kajita,Higashimatsuyama,Japan,36.042152,139.399796,2015,Physics,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",8000000,1959,3,9
Tasuku Honjo,Kyoto,Japan,35.017709,135.761432,2018,Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation,9000000,1942,1,27
Tawakkol Karman,Ta'izz,Yemen,13.57952,44.02091,2011,Peace,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,10000000,1979,2,7
The 14th Dalai Lama (Tenzin Gyatso),Taktser,Tibet,36.378056,101.865833,1989,Peace,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,3000000,1935,7,6
The (Theodor) Svedberg,Fleräng,Sweden,58.653334666666666,15.68996325925926,1926,Chemistry,for his work on disperse systems,116960,1884,8,30
Emil Theodor Kocher,Bern,Switzerland,46.948471,7.445402,1909,Physiology or Medicine,"for his work on the physiology, pathology and surgery of the thyroid gland",139800,1841,8,25
Christian Matthias Theodor Mommsen,Garding,Schleswig,54.329881,8.785967,1902,Literature,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>",141847,1817,11,30
Theodor W. Hänsch,Heidelberg,Germany,49.39922,8.680522,2005,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",10000000,1941,10,30
Theodore Roosevelt Jr.,"New York, NY",USA,40.715758,-74.0113,1906,Peace,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",138536,1858,10,27
Theodore William Richards,"Germantown, PA",USA,40.043611,-75.181944,1914,Chemistry,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,146900,1868,1,31
Theodore W. Schultz,"Arlington, SD",USA,44.364444,-97.134722,1979,Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries,800000,1902,4,30
Thomas A. Steitz,"Milwaukee, WI",USA,43.05,-87.95,2009,Chemistry,for studies of the structure and function of the ribosome,10000000,1940,8,23
Thomas C. Schelling,"Oakland, CA",USA,37.8,-122.25,2005,Economic Sciences,for having enhanced our understanding of conflict and cooperation through game-theory analysis,10000000,1921,4,14
Thomas C. Südhof,Göttingen,Germany,51.539385,9.913113,2013,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",8000000,1955,12,22
Thomas Hunt Morgan,"Lexington, KY",USA,38.029722,-84.494722,1933,Physiology or Medicine,for his discoveries concerning the role played by the chromosome in heredity,170332,1866,9,25
Thomas Huckle Weller,"Ann Arbor, MI",USA,42.281061,-83.745758,1954,Physiology or Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,181647,1915,6,15
Thomas J. Sargent,"Pasadena, CA",USA,34.150071,-118.142111,2011,Economic Sciences,for their empirical research on cause and effect in the macroeconomy,10000000,1943,7,19
Thomas Mann,Lübeck,Germany,53.869722,10.686389,1929,Literature,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",172760,1875,6,6
Thomas R. Cech,"Chicago, IL",USA,41.876228,-87.638416,1989,Chemistry,for their discovery of catalytic properties of RNA,3000000,1947,12,8
Tim Hunt,Neston,United Kingdom,53.290584,-3.069102,2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle,10000000,1943,2,19
Tjalling C. Koopmans,'s Graveland,the Netherlands,52.243889,5.121111,1975,Economic Sciences,for their contributions to the theory of optimum allocation of resources,630000,1910,8,28
Tobias Michael Carel Asser,Amsterdam,the Netherlands,52.36942,4.907108,1911,Peace,"for his role as co-founder of the Institut de droit international, initiator of the Conferences on International Private Law (Conférences de Droit international privé) at the Hague, and pioneer in the field of international legal relations",140695,1838,4,28
Tomas Lindahl,Stockholm,Sweden,59.325371,18.070794,2015,Chemistry,for mechanistic studies of DNA repair,8000000,1938,1,28
Tomas Tranströmer,Stockholm,Sweden,59.325371,18.070794,2011,Literature,"because, through his condensed, translucent images, he gives us fresh access to reality",10000000,1931,4,15
Toni Morrison,"Lorain, OH",USA,41.452819,-82.182375,1993,Literature,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",6700000,1931,2,18
Torsten N. Wiesel,Uppsala,Sweden,59.858503,17.638748,1981,Physiology or Medicine,for their discoveries concerning information processing in the visual system,1000000,1924,6,3
Toshihide Maskawa,Nagoya,Japan,35.180679,136.918749,2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,10000000,1940,2,7
Trygve Haavelmo,Skedsmo,Norway,59.982778,11.046389,1989,Economic Sciences,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,3000000,1911,12,13
Tsung-Dao (T.D.) Lee,Shanghai,China,31.23441,121.490343,1957,Physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,208629,1926,11,24
Tu Youyou,Zhejiang Ningbo,China,29.868336,121.54399,2015,Physiology or Medicine,for her discoveries concerning a novel therapy against Malaria,8000000,1930,12,30
Ulf von Euler,Stockholm,Sweden,59.325371,18.070794,1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",400000,1905,2,7
